date	resort	author	article	article-cicker	workload-index	
21.01.2020 09:56:00	web	red	Whatsapp erreicht Meilenstein von fünf Milliarden Downloads	Messenger	3515
21.01.2020 09:17:00	web	red	Ab 75 Euro, mit Datenflat: 5G-Tarife von A1 offenbar durchgesickert	Telekommunikation	9949
21.01.2020 08:25:00	web	red	Handy aufladen in 20 Minuten: Die Graphen-Akkus stehen vor der Tür	Innovationen	10266
21.01.2020 08:04:00	web	red	Nicht nur Facebook: Das sind die bösesten Tech-Konzerne	Netzpolitik	21002
21.01.2020 16:11:00	web	APA	Huawei-Gründer erwartet "Eskalation der US-Kampagne"	Davos	2887
21.01.2020 15:56:00	web	APA	Holocaust-Leugner wegen Facebook-Postings in Wien verurteilt	Web	5993
21.01.2020 15:49:00	web	APA	Notenbanken kündigen Kooperation zu digitalem Zentralbankgeld an	Digitalwährung	5140
21.01.2020 13:06:00	web	APA	Hass im Netz: Staatsanwaltschaft Wien brachte 2019 78 Anklagen ein	Bilanz	7570
21.01.2020 12:32:00	web	APA	VKI klagte: Mediamarkt hat bei "Garantieplus" gegen Gesetz verstoßen	IT-Business	5951
21.01.2020 09:47:00	web	APA	Runtastic-Mitgründer Gschwandtner steigt in Start-up Tractive ein	IT-Business	2562
21.01.2020 09:26:00	web	APA	Logitech erzielte im Weihnachtsquartal Rekordergebnis	IT-Business	5230
21.01.2020 08:40:00	web	APA	Frau fiel auf Love Scam herein: 140.000 Euro an Fake-Wissenschafter überwiesen	Netzpolitik	5716
21.01.2020 15:58:00	web	gpi	"Dying Light 2": Release von Zombie-Survival-Game überraschend verschoben	Games	7324
21.01.2020 14:51:00	web	APA/dpa	Google-Chef hofft auf rasche Regeln für Gesichtserkennungstechnologie	Google	5918
21.01.2020 13:34:00	web	APA/AFP	Facebook plant 1.000 neue Arbeitsplätze gegen Hass- und Falschnachrichten	Facebook	3563
21.01.2020 08:20:00	web	APA/AFP	Kanadisches Gericht beginnt mit Anhörung zu Huawei-Finanzchefin	Netzpolitik	6493
21.01.2020 11:56:00	web	Reuters	Gericht: Suchmaschine Trivago zeigt nicht die günstigsten Hotels	Australien	5766
21.01.2020 10:59:00	web	Andreas Proschofsky	Was wir bisher zum Cyberangriff auf das Außenministerium wissen	Frage und Antwort	14128
21.01.2020 10:32:00	web	Markus Sulzbacher	Streaming: Disney+ startet am 24. März in Österreich	Videos	7804
21.01.2020 08:00:00	web	Rainer Sigl	"GTFO" im Test: Hardcore-Koop im Horrorkeller	Games	21003
21.01.2020 07:46:00	web	sum	A1 startet 5G: Kanzler Kurz war dabei	Mobilfunk	10433
21.01.2020 22:47:00	sport	APA	ManCity nach 1:0 bei Sheffield 13 Punkte hinter Liverpool	Premier League	3253
21.01.2020 20:53:00	sport	APA	Ex-Teamspieler Theodor "Turl" Wagner 92-jährig verstorben	1927-2020	5348
21.01.2020 18:56:00	sport	APA	Streif-Favorit Dominik Paris erlitt Kreuzbandriss	Saison vorbei	5132
21.01.2020 11:03:00	sport	APA	Lazaro vor Inter-Abschied – Newcastle, Leipzig interessiert	Transfermarkt	3233
21.01.2020 10:03:00	sport	APA	Sternstunden und Meilensteine der Hahnenkamm-Rennen	Hahnenkamm-Rennen	14374
21.01.2020 07:53:00	sport	APA	Thiem in Runde zwei der Australian Open	Melbourne	12343
21.01.2020 20:53:00	sport	red	Ex-Teamspieler Theodor "Turl" Wagner 92-jährig verstorben	1927-2020	5348
21.01.2020 07:53:00	sport	red	Thiem in Runde zwei der Australian Open	Melbourne	12343
21.01.2020 15:34:00	sport	Thomas Hirner aus Kitzbühel	Michael Walchhofer: Vom Kitzbühelsieger zum ÖSV-Vizepräsidenten. Und noch weiter?	Hahnenkamm-Rennen	10043
21.01.2020 12:10:00	sport	sid	Ein Jahr nach dem Unglück: Salas Tod beschäftigt den Fußball weiter	Fußball	7740
21.01.2020 08:56:00	sport	Florian Vetter	Eiskunstlauf-EM am Grazer Stadtrand: Wehmut auf Eis	Wintersport	8731
21.01.2020 19:50:00	panorama	krud	Martha Bißmann kandidiert bei Wien-Wahl für neue Liste	Parteiunabhängig	2233
21.01.2020 18:40:00	panorama	APA	Höchste je registrierte Zahl an Mordopfern in Mexiko	Kriminalitätsstatistik	3329
21.01.2020 14:07:00	panorama	APA	Klimaflüchtlingen darf Recht auf Asyl nicht verweigert werden	Uno-Menschenrechtsausschuss	5553
21.01.2020 11:36:00	panorama	APA	Autobusunfall in Groß-Enzersdorf: Teil der Stadtmauer abgetragen	26A	3064
21.01.2020 11:20:00	panorama	APA	Wiener Linien untersuchen Vorfall mit offener Zugtür auf U1	Vorgartenstraße	5112
21.01.2020 11:14:00	panorama	APA	417 Geisterfahrer-Warnungen und eine Tote bei einem Unfall 2019	Statistik	5879
21.01.2020 11:06:00	panorama	APA	Mann in Pizzeria erstochen: Foto der Leiche per Whatsapp versendet	Niederösterreich	1987
21.01.2020 08:39:00	panorama	APA	Prinz Harry ist in Vancouver angekommen	Royaler Abschied	6861
21.01.2020 07:04:00	panorama	APA	Zehn Tote und hundert Verletzte bei Tribüneneinsturz in Äthiopien	Unfall	2298
21.01.2020 17:27:00	panorama	David Krutzler	Rot-grünes Match um Pole-Position beim Klimaschutz	Wien	8513
21.01.2020 17:21:00	panorama	Rosa Winkler-Hermaden	Alkoholverbot am Praterstern: Bürgermeister sieht keine Zahlentricks	Evaluierung	8236
21.01.2020 16:52:00	panorama	Jutta Berger	Dornbirner Sozialamtsleiter erstochen: Angeklagter zurechnungsfähig	Prozess	6033
21.01.2020 14:44:00	panorama	dpa	Brasilianischer Guru bekam 40 Jahre	Verurteilung	3846
21.01.2020 08:39:00	panorama	dpa	Prinz Harry ist in Vancouver angekommen	Royaler Abschied	6861
21.01.2020 14:07:00	panorama	red	Klimaflüchtlingen darf Recht auf Asyl nicht verweigert werden	Uno-Menschenrechtsausschuss	5553
21.01.2020 13:43:00	panorama	red	London will Terrorstraftäter nicht mehr vorzeitig aus Haft entlassen	Reform	6245
21.01.2020 11:37:00	panorama	red	Papst belässt Schönborn auch nach 75. Geburtstag im Amt	In Amt und Würden	3138
21.01.2020 13:43:00	panorama	APA/AFP	London will Terrorstraftäter nicht mehr vorzeitig aus Haft entlassen	Reform	6245
21.01.2020 06:00:00	panorama	Kim Son Hoang	Feuerökologe: "Das Feuer ist nicht ausschaltbar"	Down Under	17866
21.01.2020 20:26:00	kultur	Thomas Neuhold	Eine alpinistische Hommage an Viktor Frankl	Das aktuelle Buch	3991
21.01.2020 17:01:00	kultur	Schuldirektor	Fataler Opportunismus: "Jugend ohne Gott" im Theater der Jugend	Zeltlager	6815
21.01.2020 17:01:00	kultur	Richter	Fataler Opportunismus: "Jugend ohne Gott" im Theater der Jugend	Zeltlager	6815
21.01.2020 16:57:00	kultur	APA	Klimt-Gemälde: Mutmaßliche Diebe müssen in Haft	Kunstdiebstahl	5017
21.01.2020 14:41:00	kultur	APA	Museum der italienischen Sprache soll in Florenz entstehen	Dante	3708
21.01.2020 15:23:00	kultur	Helmut Ploebst	In der Tänzerin wütet der Protest	Performance	12329
21.01.2020 15:03:00	kultur	toš	Impulsiv: "Salome" an der Wiener Staatsoper	Oper	5443
21.01.2020 15:00:00	kultur	Karl Fluch	Neue Alben von Halsey, Bill Fay und ein später Abschiedsgruß	Der gute Ton	7433
21.01.2020 14:00:00	kultur	Christian Schachinger	"Ghost Town Anthology": Zombies, die auf Nachbarn starren	Film	7442
21.01.2020 13:17:00	kultur	Stefan Ender	Hochklassig: Resonanzen-Festival mit Händels "Theodora" eröffnet	Konzerthaus	4846
21.01.2020 11:28:00	kultur	Dominik Kamalzadeh	Regisseur Elia Suleiman: "Es geht nicht nur um Weinstein"	Film	14440
21.01.2020 11:00:00	kultur	aan	Welche Filme sind einfach viel zu lang?	Filmforum	5480
21.01.2020 06:00:00	kultur	Michael Wurmitzer	Männliche Übermacht: Braucht die Literatur eine Frauenquote?	Frühjahrsprogramm	14477
21.01.2020 19:00:00	etat	red	Radiopreis der Erwachsenenbildung für Ö1 und Privatradios	Ausgezeichnet	6069
21.01.2020 11:56:00	etat	red	Agentur Pick &amp; Barth entwickelte Kampagne gegen "Psycho-Stigma"	#darüberredenwir	10762
21.01.2020 15:56:00	etat	Markus Sulzbacher	Streaming: Disney+ startet am 24. März in Österreich	Videos	7839
21.01.2020 15:14:00	etat	Doris Priesching	ORF-Teletext: Analoges Relikt als beständiges Erfolgsformat	Kopf des Tages	8108
21.01.2020 11:56:00	etat	APA	Agentur Pick &amp; Barth entwickelte Kampagne gegen "Psycho-Stigma"	#darüberredenwir	10762
21.01.2020 11:25:00	etat	APA	Weltkriegsbombe entschärft: RTL-Sendezentrum in Köln musste geräumt werden	Bombenalarm	2707
21.01.2020 10:26:00	etat	APA	ATV-Chef Gruber neuer Obmann der Arbeitsgemeinschaft Teletest	Fernsehen	3116
21.01.2020 08:40:00	etat	APA	"Schade": Dschungelcamp-Aus für Österreicherin Sonja Kirchberger	Sie ist raus!	5345
21.01.2020 11:25:00	etat	dpa	Weltkriegsbombe entschärft: RTL-Sendezentrum in Köln musste geräumt werden	Bombenalarm	2707
21.01.2020 07:00:00	etat	APA/dpa	Arte-Film zu schwieriger Frage: "1944: Bomben auf Auschwitz?"	Fernsehen	9954
21.01.2020 06:00:00	etat	Oliver Mark	Gegen das Vergessen auf Arte und der Mythos Streif: TV-Tipps für Dienstag	Switchlist	9947
21.01.2020 16:28:00	wissenschaft	red	Titanic-Wrack wird unter besonderen Schutz gestellt	Zeitgeschichte	5248
21.01.2020 10:11:00	wissenschaft	red	Historiker auf den Spuren jüdischer Flüchtlinge in Australien	Zweiter Weltkrieg	8967
21.01.2020 07:00:00	wissenschaft	red	Kometen brachten Phosphor auf die Erde	Überlebenswichtig	7679
21.01.2020 16:28:00	wissenschaft	APA	Titanic-Wrack wird unter besonderen Schutz gestellt	Zeitgeschichte	5248
21.01.2020 10:11:00	wissenschaft	APA	Historiker auf den Spuren jüdischer Flüchtlinge in Australien	Zweiter Weltkrieg	8967
21.01.2020 07:00:00	wissenschaft	APA	Kometen brachten Phosphor auf die Erde	Überlebenswichtig	7679
21.01.2020 14:06:00	wissenschaft	Alois Pumhösel	Eine App für weniger Stress	Stressbewältigung	8677
21.01.2020 11:09:00	wissenschaft	jdo	Skorpion ist das älteste bekannte Landtier der Welt	Pionier	10597
21.01.2020 09:00:00	wissenschaft	Katharina Kropshofer	Von Schweinen und Maschinen	Geistesblitz	7051
21.01.2020 06:00:00	wissenschaft	Julia Sica	Dr. Hu und der Sinn absurder Forschung	Tierische Kuriositäten	11268
22.01.2020 22:36:00	wirtschaft	APA	Neue spanische Regierung hebt Mindestlohn weiter an	Maßnahme	2889
22.01.2020 17:30:00	wirtschaft	APA	E-Autobauer Tesla an Börse erstmals über 100 Milliarden Dollar wert	Tech-Business	7326
22.01.2020 17:20:00	wirtschaft	APA	Ryanair-Tochter Laudamotion darf Betriebsrätin nicht aussperren	Arbeitsrecht	4196
22.01.2020 07:18:00	wirtschaft	APA	Kurz erstmals unter Türkis-Grün in Davos – Treffen mit Topmanagern	Treffen der EInflussreichen	8553
22.01.2020 22:36:00	wirtschaft	red	Neue spanische Regierung hebt Mindestlohn weiter an	Maßnahme	2889
22.01.2020 15:16:00	wirtschaft	red	Boeing stoppt Produktion des Unglücksfliegers	Technische Probleme	7941
22.01.2020 18:30:00	wirtschaft	Alexander Hahn	Immobilien sahnen bei Crowdinvesting ab, Firmen gehen fast leer aus	Jahresbilanz	12918
22.01.2020 18:14:00	wirtschaft	András Szigetvari	ÖVP: Arbeitslose Asylberechtigte im Osten sollen Jobs im Westen annehmen	Arbeitsmarkt	10988
22.01.2020 16:57:00	wirtschaft	Andreas Danzer	Facebooks Digitalwährung Libra verliert immer mehr Freunde	Dislike	10404
22.01.2020 15:58:00	wirtschaft	Reuters	Alstom und Bombardier stellen Weichen auf Kooperation	Fusion	7491
22.01.2020 11:26:00	wirtschaft	Reuters	Daimler-Gewinn halbiert, Milliardenkosten durch Dieselskandal	Gewinneinbruch	5251
22.01.2020 15:58:00	wirtschaft	ung	Alstom und Bombardier stellen Weichen auf Kooperation	Fusion	7491
22.01.2020 14:17:00	wirtschaft	dpa	Trump: Ohne Handelsabkommen kommen "sehr hohe" Strafzölle für EU	Verbale Aufrüstung	11266
22.01.2020 11:43:00	wirtschaft	Renate Graber	Causa Casinos: Razzien bei Strache und Co rechtmäßig	Postenschacher	14704
22.01.2020 11:00:00	wirtschaft	Regina Bruckner	Verbot der Business-Class, neuer Treibstoff: Fliegen soll grüner werden	Grün, grün, grün	10006
22.01.2020 11:00:00	wirtschaft	Claudia Ruff	Verbot der Business-Class, neuer Treibstoff: Fliegen soll grüner werden	Grün, grün, grün	10006
22.01.2020 11:00:00	wirtschaft	Eric Frey	Kaum Geld für Legal Tech in den Banken	Digitalisierung	9220
22.01.2020 06:00:00	wirtschaft	Aloysius Widmann	Warum ausländischen Frächtern das Dieselprivileg herzlich egal ist	Transitverkehr	11322
22.01.2020 06:00:00	wirtschaft	jdh	Großaufmarsch in Davos: 3.000 Euro für Hotelzimmer und "Extrawürste" für Trump	Frage &amp; Antwort	8578
22.01.2020 19:03:00	web	APA	Wirecard-Chefkontrolleur will Vorstand und Aufsichtsrat aufstocken	IT-Business	5977
22.01.2020 18:54:00	web	APA	Frankreich und USA verständigen sich über Zölle und Steuern	Netzpolitik	7751
22.01.2020 17:30:00	web	APA	E-Autobauer Tesla an Börse erstmals über 100 Milliarden Dollar wert	Tech-Business	5095
22.01.2020 08:48:00	web	APA	S&amp;T hebt Ziele an: Profit soll deutlich steigen	IT-Business	2489
22.01.2020 08:21:00	web	APA	Apple: Verschlüsselung von iCloud-Backups angeblich auf Druck des FBI verworfen	Netzpolitik	3252
22.01.2020 18:49:00	web	Markus Sulzbacher	Überwachung: Wenn Whatsapp zur Waffe wird	Netzpolitik	6915
22.01.2020 17:21:00	web	Georg Pichler	Handyüberwachung: Was uns der Fall Bezos lehrt	Georg Pichler	4596
22.01.2020 15:22:00	web	dk	Zu schwach: Xbox One und PS4 offenbar schuld an Verschiebung von "Cyberpunk 2077"	Games	5371
22.01.2020 09:35:00	web	dk	Fotos zeigen Xbox Series X in freier Wildbahn und enthüllen weitere Details	Games	6500
22.01.2020 14:57:00	web	Andreas Proschofsky	Millionen Kundendaten ungeschützt im Netz: Daten-GAU bei Autovermietung Buchbinder	IT-Security	10330
22.01.2020 13:49:00	web	gpi	Schwarzer Hintergrund: Letzte Updates für Windows 7 sorgen für Ärger	Microsoft	6056
22.01.2020 12:20:00	web	gpi	"The Witcher" könnte erfolgreichste Serie auf Netflix werden	Streaming	7149
22.01.2020 10:31:00	web	gpi	Warum man heute keinen Virenscanner mehr kaufen muss	IT-Security	13147
22.01.2020 13:27:00	web	red	Google-Experiment: Ein Blatt Papier macht das Smartphone zum simplen Handy	Innovationen	4376
22.01.2020 12:42:00	web	red	Jahrelange Debatte: Duden legt korrekte Schreibweise für "E-Sport" fest	Games	2633
22.01.2020 12:38:00	web	red	Microsoft-Chef: Windows, iOS und Android nur ein kleines Puzzlestück	Microsoft	5769
22.01.2020 11:59:00	web	red	Coronavirus lässt Spieler zu altem Game zurückkehren, bei dem man die Menschheit ausrottet	Games	4344
22.01.2020 11:15:00	web	red	Vor Start von "Alyx": Valve lässt User alle "Half-Life"-Titel kostenlos ausprobieren	Games	2978
22.01.2020 10:57:00	web	red	Köstinger sieht keine Gesundheitsgefährdung durch 5G	Telekommunikation	3239
22.01.2020 10:52:00	web	red	Windows 7: Supportende kommt deutsche Regierung teuer zu stehen	Microsoft	6062
22.01.2020 10:17:00	web	red	Erscheint der PS4-Exklusivtitel "The Last of Us 2" auch für PC?	Games	3347
22.01.2020 09:31:00	web	red	Apple soll Produktion seines neuen, günstigeren iPhones im Februar starten	Pläne	5215
22.01.2020 09:13:00	web	red	Aus für antifeministische Hetz-"Enzyklopädie" Wikimannia	Netzpolitik	5687
22.01.2020 11:09:00	web	APA/AFP	Fotos von "Bodyguard"-Musicalstar Jo Weil für Betrug im Internet missbraucht	IT-Sicherheit	2869
22.01.2020 09:58:00	web	Reuters/APA	Unerwartet gutes Cloud-Geschäft verhalf IBM wieder zu Umsatzwachstum	IT-Business	3410
22.01.2020 08:53:00	web	Reuters/APA	Apple-Zulieferer Foxconn ergreift Maßnahmen wegen Corona-Virus	Sicherheit	2855
22.01.2020 08:30:00	web	Reuters/APA	Trump speist in Davos mit Apple-Chef und anderen CEOs	Weltwirtschaftsforum	3004
22.01.2020 08:08:00	web	Reuters/APA	Netflix bekommt Druck von Disney und Apple zu spüren: Weniger neue US-Kunden	Streaming	9212
22.01.2020 09:49:00	web	APA/dpa	Vodafone steigt ebenfalls bei Facebooks Digitalwährung Libra aus	Netzpolitik	3780
22.01.2020 08:21:00	web	Reuters	Apple: Verschlüsselung von iCloud-Backups angeblich auf Druck des FBI verworfen	Netzpolitik	3252
22.01.2020 20:04:00	sport	Florian Vetter	Ein Wurf für die Historie: Österreich nach Remis gegen Weißrussland EM-Achter	Handball-EM	17542
22.01.2020 17:01:00	sport	Aufstieg um 2	Maurizio Zandron verpasste Kür bei Heim-EM	Wintersport	9331
22.01.2020 13:15:00	sport	sid	Massenschlägerei bei College-Basketball-Derby	Haudrauf	4091
22.01.2020 11:40:00	sport	sid	Bayern München leiht Real-Rechtsverteidiger aus	Transfermarkt	4872
22.01.2020 11:04:00	sport	APA	Anklagen gegen Ex-ÖSV-Trainer und Wurm nach Operation Aderlass	Doping	6205
22.01.2020 10:43:00	sport	APA	Kreuzbandrisse im Skisport: Die Epidemie ist hausgemacht	Hahnenkamm-Rennen	9535
22.01.2020 00:00:00	sport	APA	ManCity nach 1:0 bei Sheffield 13 Punkte hinter Liverpool	Premier League	5952
22.01.2020 22:18:00	panorama	APA	Coronavirus breitet sich aus: Verkehrsverbindungen aus Wuhan eingestellt	Lungenkrankheit	11081
22.01.2020 17:09:00	panorama	APA	Elf Jahre Haft und Einweisung für Mord an Wiener Fußballfanklub-Chef	Urteil	4006
22.01.2020 17:02:00	panorama	APA	Neun Tote durch Sturmtief "Gloria" in Spanien, mehrere Personen vermisst	Weltchronik	7959
22.01.2020 15:18:00	panorama	APA	Erstochener Dornbirner Amtsleiter: Lebenslange Haft für Angeklagten	Prozess	5966
22.01.2020 14:23:00	panorama	APA	Feuer in der Wiener Nordbahnhalle war gelegt	Brandstiftung	12014
22.01.2020 14:05:00	panorama	APA	"APA-Turm" in Wien-Heiligenstadt dürfte abgerissen werden	Abgehaust	3960
22.01.2020 12:52:00	panorama	APA	Mordanklagen ein Jahr nach tödlichem Dammbruch in Brasilien	250 Todesopfer	11175
22.01.2020 12:49:00	panorama	APA	Angebliche Quälereien in Wiener Kindergarten: Verfahren eingestellt	Staatsanwaltschaft	7161
22.01.2020 07:54:00	panorama	APA	Tür der U1 soll mitten auf der Donau aufgegangen sein	U-Bahn-Panne	4911
22.01.2020 22:18:00	panorama	Reuters	Coronavirus breitet sich aus: Verkehrsverbindungen aus Wuhan eingestellt	Lungenkrankheit	11081
22.01.2020 12:52:00	panorama	Reuters	Mordanklagen ein Jahr nach tödlichem Dammbruch in Brasilien	250 Todesopfer	11175
22.01.2020 18:58:00	panorama	Oona Kroisleitner	Grüne wollen Begegnungszone in Wiener Gumpendorfer Straße	Mariahilf	10043
22.01.2020 06:00:00	panorama	Oona Kroisleitner	Blaue befürchten Ausschreitungen bei Demos gegen Akademikerball	Wien	12193
22.01.2020 17:33:00	panorama	David Krutzler	Schloss Schönbrunn überlegt wegen Touristenansturms Dynamic Pricing	Wien	9953
22.01.2020 17:09:00	panorama	red	Elf Jahre Haft und Einweisung für Mord an Wiener Fußballfanklub-Chef	Urteil	4006
22.01.2020 14:05:00	panorama	red	"APA-Turm" in Wien-Heiligenstadt dürfte abgerissen werden	Abgehaust	3960
22.01.2020 12:52:00	panorama	red	Mordanklagen ein Jahr nach tödlichem Dammbruch in Brasilien	250 Todesopfer	11175
22.01.2020 11:46:00	panorama	red	"Braune Flecken" im Heeresgeschichtlichen Museum: Prüfung wird ausgeweitet	Untersuchung	9436
22.01.2020 17:02:00	panorama	dpa	Neun Tote durch Sturmtief "Gloria" in Spanien, mehrere Personen vermisst	Weltchronik	7959
22.01.2020 10:37:00	panorama	dpa	Streik auf griechischen Inseln wegen übervoller Migrantenlager	Protest	7584
22.01.2020 12:52:00	panorama	AFP	Mordanklagen ein Jahr nach tödlichem Dammbruch in Brasilien	250 Todesopfer	11175
22.01.2020 09:00:00	panorama	Wolfgang Weisgram	Thomas Steiner – Silberrücken und türkiser Nachwuchs im Burgenland	Landtagswahl	9384
22.01.2020 09:00:00	panorama	Doris Wurz	Recycling: Abfall ist ein wertvoller Rohstoff	Littering	12101
22.01.2020 16:42:00	kultur	Christian Schachinger	Neues Album von Wire: In der Kürze liegt die Würze	Musikneuerscheinung	8506
22.01.2020 15:00:00	kultur	Christian Schachinger	Schachingers "Daneben gehen": Tot wie Techno	Kolumne	6240
22.01.2020 16:30:00	kultur	Katharina Stöger	Charmante Fantasy für den Nachwuchs: "Die Wolf-Gäng"	Filmstart	4243
22.01.2020 16:14:00	kultur	Andrea Schurian	Großmeister des Widerspruchs: In memoriam Oswald Oberhuber	Posthume Würdigung	11116
22.01.2020 15:37:00	kultur	afze	Janne Tellers "Nichts" im Theater Akzent Wien	Neu im Theater	5633
22.01.2020 12:00:00	kultur	Ivona Jelčić	Künstlerin Bunny Rogers inszeniert ihr eigenes Begräbnis	Kunsthaus Bregenz	8896
22.01.2020 11:42:00	kultur	APA	Ozzy Osbourne bricht sein Schweigen über Parkinson-Erkrankung	Krankheit	5417
22.01.2020 11:42:00	kultur	AFP	Ozzy Osbourne bricht sein Schweigen über Parkinson-Erkrankung	Krankheit	5417
22.01.2020 10:00:00	kultur	Gerhard Zeillinger	Danilo Kišs "Psalm 44": Eine kleine, späte Geschichte von Auschwitz	Buchneuerscheinung	10576
22.01.2020 07:00:00	kultur	Dominik Kamalzadeh	"Jojo Rabbit": Eine sehr komische und todtraurige NS-Filmsatire	Oscar-nominiert	10710
22.01.2020 06:00:00	kultur	Karl Fluch	Wolf Parade: Knick im Nacken, geknickt im Leben	Musikneuerscheinung	8302
22.01.2020 14:14:00	etat	Michael Wurmitzer	Eine Frau mit Vogel: Politikerin Martha Bißmann in "Willkommen Österreich" im ORF	Fernsehkritik: TV-Tagebuch	6260
22.01.2020 14:00:00	etat	Oliver Mark	Kuppelshow "Alles Liebe": ATV wandelt auf Elizabeth T. Spiras Spuren	Einsame Herzen	13183
22.01.2020 06:00:00	etat	Oliver Mark	Bären, kleine Machos und Asterix &amp; Co: TV-Tipps für Mittwoch	Switchlist	10276
22.01.2020 13:18:00	etat	Sebastian Borger aus London	Nachfolger von BBC-Intendant Hall steht Schlacht mit Regierung bevor	Großbritannien	9604
22.01.2020 10:57:00	etat	APA/dpa	Bradley Cooper setzt bei Leonard-Bernstein-Film auf Netflix	Filmprojekt	7223
22.01.2020 09:41:00	etat	APA/dpa	Enthüllungsjournalist Greenwald wegen Cyberkriminalität angeklagt	Brasilien	3654
22.01.2020 09:58:00	etat	APA	Journalistenvereine fordern Freilassung von Wikileaks-Gründer Assange	Mahnwache	6471
22.01.2020 09:48:00	etat	APA	Gerhard-Weis-Ehrenring für katholische Journalistin Gabriele Neuwirth	Journalistenpreis	2978
22.01.2020 08:08:00	etat	Reuters/APA	Netflix bekommt Druck von Disney und Apple zu spüren: Weniger neue US-Kunden	Streaming	8636
22.01.2020 07:00:00	etat	Karl Gedlicka	Wenn die Chinesen kommen: Reportage "Jungbrunnen Joghurt?"	TV-Tagebuch	3784
22.01.2020 06:00:00	etat	Harald Fidler	Neos-Mediensprecherin: "Pflichtfach kritisches Denken"	Medienpolitik	31158
22.01.2020 21:00:00	wissenschaft	Alois Pumhösel	Wir lernen auch im Schlaf	Nachtruhe	13988
22.01.2020 16:07:00	wissenschaft	red	Ältester Teil der aztekischen Hauptstadt Tenochtitlan aufgespürt	Mexiko	5778
22.01.2020 13:19:00	wissenschaft	red	Neue Erkenntnisse zum vermeintlichen Eierdieb unter den Dinosauriern	Kreidezeit-Brut	8564
22.01.2020 12:10:00	wissenschaft	red	Abstimmung: Wie soll der neue Mars-Rover heißen?	Bis 27. Jänner	4957
22.01.2020 09:03:00	wissenschaft	red	Schlaf ist für Vögel ein wichtiger Gesangslehrer	Tierisches Verhalten	6097
22.01.2020 07:02:00	wissenschaft	red	Kurilen-Kamtschatka-Graben aus dem Club der "Minus-Zehntausender" gestrichen	Tiefsee	5389
22.01.2020 13:19:00	wissenschaft	APA	Neue Erkenntnisse zum vermeintlichen Eierdieb unter den Dinosauriern	Kreidezeit-Brut	8564
22.01.2020 09:03:00	wissenschaft	APA	Schlaf ist für Vögel ein wichtiger Gesangslehrer	Tierisches Verhalten	6097
22.01.2020 06:00:00	wissenschaft	Bert Rebhandl	Vom Ende der Nacht	Aus dem Dunkel	15758
23.01.2020 21:35:00	international	APA/AFP	Polnisches Parlament billigt Gesetz zur Bestrafung kritischer Richter	Richter ohne Grundrecht	8761
23.01.2020 21:10:00	international	APA/dpa	Trump-Regierung geht gegen "Geburtstourismus" vor	"Migrations-Schlupfloch"	8114
23.01.2020 07:52:00	international	APA/dpa	Anti-IS-Koalition im Irak hat Aktivitäten teils wieder aufgenommen	Terror	6535
23.01.2020 19:26:00	international	Michael Vosatka	Klage gegen Indonesiens Präsident wegen Internetsperre	Westpapua-Konflikt	15089
23.01.2020 07:00:00	international	Michael Vosatka	Bougainville startet nach Unabhängigkeitsreferendum in Beratungen über Zukunft	Bougainville	19329
23.01.2020 18:13:00	international	Birgit Baumann aus Berlin	SPD darf Sarrazin rauswerfen	Kontroverse	8618
23.01.2020 18:11:00	international	Birgit Baumann aus Berlin	Berlin verbietet Neonazigruppe "Combat 18"	Verbot	9676
23.01.2020 18:11:00	international	Markus Sulzbacher	Berlin verbietet Neonazigruppe "Combat 18"	Verbot	9676
23.01.2020 17:37:00	international	Maria Sterkl aus Jerusalem	Holocaust-Gedenken: Ein Mega-Event in Jerusalem gegen das Vergessen	Gedenken	10577
23.01.2020 15:35:00	international	APA	Interfax: Bis zu 40 syrische Soldaten in Idlib von Rebellen getötet	Krieg in Syrien	5990
23.01.2020 13:03:00	international	APA	Reichste Frau Afrikas, Isabel dos Santos, offiziell angeklagt	Angola	8667
23.01.2020 11:55:00	international	APA	Macron streitet mit israelischer Polizei in Jerusalem	St.-Anna-Kirche	6047
23.01.2020 11:16:00	international	APA	Den Haag weist Myanmar an, Maßnahmen zum Schutz der Rohingya zu ergreifen	Völkermordprozess	3667
23.01.2020 07:13:00	international	APA	Nordkorea erstmals bei Sicherheitskonferenz in München dabei	Expertentreffen	15034
23.01.2020 06:03:00	international	APA	Demokraten legen in Amtsenthebungsverfahren gegen Trump Beweise vor	US-Senat	11268
23.01.2020 13:03:00	international	AFP	Reichste Frau Afrikas, Isabel dos Santos, offiziell angeklagt	Angola	8667
23.01.2020 12:57:00	international	red	Trump lässt die Industrie künftig auf US-Sumpfgebiete los	Politik	7575
23.01.2020 11:55:00	international	red	Macron streitet mit israelischer Polizei in Jerusalem	St.-Anna-Kirche	6047
23.01.2020 11:16:00	international	red	Den Haag weist Myanmar an, Maßnahmen zum Schutz der Rohingya zu ergreifen	Völkermordprozess	3667
23.01.2020 06:03:00	international	red	Demokraten legen in Amtsenthebungsverfahren gegen Trump Beweise vor	US-Senat	11268
23.01.2020 12:48:00	international	Gianluca Wallisch	Medienphilosoph Franco Berardi: "Die Demokratie ist tot"	International	19268
23.01.2020 11:16:00	international	Reuters	Den Haag weist Myanmar an, Maßnahmen zum Schutz der Rohingya zu ergreifen	Völkermordprozess	3667
