date	resort	author	article	article-cicker	workload-index	
09.01.2020 12:56:00	international	Gerald Schubert	Trump setzt im Konflikt mit dem Iran vorerst auf Deeskalation	Golfkrise	19619
09.01.2020 20:36:00	inland	red	Susanne Raab forciert in Zeitungsinterviews sofortiges Kopftuchverbot	Türkis-Grüne Koalition	6464
09.01.2020 11:32:00	inland	red	Anschober auf Facebook wüst beschimpft, blauem Abgeordneten gefällt das	Auf Facebook	7896
09.01.2020 10:46:00	inland	red	Für die "neue FPÖ" heißt "Heimatschutz" auch, Autobahnen zu bauen	Neuaufstellung	11019
09.01.2020 20:36:00	inland	APA	Susanne Raab forciert in Zeitungsinterviews sofortiges Kopftuchverbot	Türkis-Grüne Koalition	6464
09.01.2020 19:39:00	inland	APA	Grüne liegen in Umfrage mit SPÖ gleichauf	Türkis-Grüne Koalition	5803
09.01.2020 13:12:00	inland	APA	Generalsekretäre in Ministerien verlieren Privileg	Beamtenstatus	12149
09.01.2020 11:23:00	inland	APA	Frauenministerin Raab verteidigt Justizministerin Zadić gegen Hetze	Soziale Netzwerke	5457
09.01.2020 11:14:00	inland	APA	Winzig dürfte ÖVP-Delegationsleiterin im EU-Parlament werden	Nachfolge	2760
09.01.2020 19:06:00	inland	Peter Mayr	Heinz Faßmann: Hilfe für Schulen ohne "Zwangsbeglückung"	Rückkehr Nach Ibiza	16065
09.01.2020 19:06:00	inland	Karin Riss	Heinz Faßmann: Hilfe für Schulen ohne "Zwangsbeglückung"	Rückkehr Nach Ibiza	16065
09.01.2020 18:16:00	inland	Sebastian Fellner	Michael Schnedlitz, ein treuer Multifunktionär als Aufsteiger	Kopf des Tages	7756
09.01.2020 18:10:00	inland	Michael Völker	Werner Kogler: "Zur Feststellung der Krise braucht es zwei"	Krisenmechanismus	19479
09.01.2020 18:03:00	inland	Gerald John	Türkis-grüne Regierung ist über das Aus für die Hacklerregelung uneinig	Sozialpolitik	10972
09.01.2020 16:00:00	inland	Thomas Mayer aus Paris	Edtstadler-Besuch in Frankreich: Paris von "progressiver türkis-grüner Regierung" angetan	Antrittsbesuch	10600
09.01.2020 12:29:00	inland	Ayham Yossef	Ratschlag an Türkis-Grün: "Kleine Schritte, damit die Koalition nicht stolpert"	Meinungsumfrage	1032
09.01.2020 12:29:00	inland	Maria von Usslar	Ratschlag an Türkis-Grün: "Kleine Schritte, damit die Koalition nicht stolpert"	Meinungsumfrage	1032
09.01.2020 11:00:00	inland	Conrad Seidl	Neutralität mit vielen solidarischen Elementen	25 Jahre EU-Beitritt	10270
09.01.2020 10:46:00	inland	Fabian Schmid	Für die "neue FPÖ" heißt "Heimatschutz" auch, Autobahnen zu bauen	Neuaufstellung	11019
09.01.2020 06:00:00	inland	pm	Übergangszeit für die Übergangsminister: Wer wird was?	Ex-Mannschaft	13019
09.01.2020 06:00:00	inland	riss	Übergangszeit für die Übergangsminister: Wer wird was?	Ex-Mannschaft	13019
09.01.2020 19:19:00	wirtschaft	Andreas Danzer	Türkis-Grün will den Lohnzettel umgestalten: Was bringt's?	Zusatzinformation	9542
09.01.2020 15:00:00	wirtschaft	Andreas Danzer	Quetsch-Trinkflasche aus Metall saugte Gründer beinahe aus	Titan-Kunststoff-Hybrid	13033
09.01.2020 19:11:00	wirtschaft	stro	Akuter Personalmangel in Touristenhochburgen in Westösterreich	Gast sucht Koch	6485
09.01.2020 19:03:00	wirtschaft	vk	Gründer bleiben trotz schwacher Konjunkturprgnose optimistisch	Stimmungstest	6109
09.01.2020 17:16:00	wirtschaft	Renate Graber	Ex-Casinos-Finanzvorstand Sidlo auf der Suche nach dem Jackpot	Affäre Postenschacher	9396
09.01.2020 06:00:00	wirtschaft	Renate Graber	Wie ein Hauch von Ibiza ins Raiffeisen-Reich kam	Causa Sycom-Verkauf	8994
09.01.2020 14:12:00	wirtschaft	red	Anmeldefrist für freien Karfreitag endet am 10. Jänner	"Persönlicher Feiertag"	3670
09.01.2020 08:27:00	wirtschaft	red	Edtstadler will Europa stärken, aber nicht mehr einzahlen	EU-Budget	4550
09.01.2020 14:00:00	wirtschaft	Bettina Pfluger	Direct Listing: So geht der Weg direkt an die Börse	Börsengang	11788
09.01.2020 13:26:00	wirtschaft	APA	Arbeitslosigkeit in Eurozone auf Rekordtief	Arbeitsmarkt	4824
09.01.2020 11:31:00	wirtschaft	APA	Rendi-Wagner will Hacklerregelung retten	Pensionen	8681
09.01.2020 09:52:00	wirtschaft	APA	Deutsche Exporte im November deutlich zurückgegangen	Unerwartet	5450
09.01.2020 09:26:00	wirtschaft	APA	Tesla nun so viel wert wie Ford und General Motors zusammen	Börse	6310
09.01.2020 13:26:00	wirtschaft	Reuters	Arbeitslosigkeit in Eurozone auf Rekordtief	Arbeitsmarkt	4824
09.01.2020 11:58:00	wirtschaft	Reuters	Libanon belegt Ex-Nissan-Chef Ghosn mit Reiseverbot	Nach spektakulärer Flucht	2992
09.01.2020 09:52:00	wirtschaft	Reuters	Deutsche Exporte im November deutlich zurückgegangen	Unerwartet	5450
09.01.2020 13:00:00	wirtschaft	Verena Kainrath	Können Zwangsgebühren die Paketflut stoppen?	Konsum	19062
09.01.2020 09:00:00	wirtschaft	Luise Ungerboeck	Alte Baustellen für die neue Verkehrsministerin	Schienenmaut	13412
09.01.2020 07:00:00	wirtschaft	Günther Strobl	Neue Regierung will Gastherme den Garaus machen	Gas-Wechsel	11497
09.01.2020 17:42:00	web	apo	Android-Nutzer in der EU bekommen ab 1. März auch DuckDuckGo und Co als Suchmaschine angeboten	Netzpolitik	8995
09.01.2020 17:13:00	web	muz	Mehr Religion als Informatik: Hochschulen kritisieren IT-Ausbildung an Schulen	Offener Brief	6547
09.01.2020 14:47:00	web	APA	Tirolerin saß Internet-Betrügern auf: sechsstelliger Schaden	Cyberkriminalität	2428
09.01.2020 14:20:00	web	APA	Wiener Pilotprojekt macht aus Jobsuchenden IT-Fachkräfte	IT	6848
09.01.2020 13:04:00	web	APA	Neue Streaming-Plattform Quibi mit den "größten Namen Hollywoods"	Mobil-Videos	5316
09.01.2020 12:55:00	web	APA	Accenture übernimmt Maihiro – Auch Wiener Firmen zusammen	IT	2157
09.01.2020 10:41:00	web	APA	Alibabas Europa-Offensive stockt bei großen Marken	IT-Business	6056
09.01.2020 08:10:00	web	APA	Gericht: Netflix muss umstrittene Jesus-Parodie aus dem Netz nehmen	Streaming	4042
09.01.2020 13:42:00	web	Birgit Riegler	CES: Mit dem Roboterball ins Tech-Jahr	Elektronikmesse	10208
09.01.2020 13:42:00	web	Daniel Koller	CES: Mit dem Roboterball ins Tech-Jahr	Elektronikmesse	10208
09.01.2020 09:56:00	web	Daniel Koller	Ist E-Sport Sport? Türkis-grüne Regierung richtet Arbeitsgruppe ein	E-Sport	5797
09.01.2020 08:00:00	web	Daniel Koller	"Songs of Syx": Schwede arbeitet seit Jahren an ambitioniertem Aufbaustrategiespiel	Games	12655
09.01.2020 13:42:00	web	Markus Sulzbacher	CES: Mit dem Roboterball ins Tech-Jahr	Elektronikmesse	10208
09.01.2020 10:16:00	web	Markus Sulzbacher	Amazon Web Services eröffnet Büro in Wien	Cloud	3226
09.01.2020 13:42:00	web	Andreas Proschofsky	CES: Mit dem Roboterball ins Tech-Jahr	Elektronikmesse	10208
09.01.2020 13:30:00	web	red	Tweets ohne Widerrede: Twitter will Antwortmöglichkeiten einschränken	Social Media	5517
09.01.2020 13:05:00	web	red	Warum Sie keinen 8K-Fernseher kaufen sollten	Innovationen	6474
09.01.2020 12:56:00	web	red	"Brandstifter" an Australiens Bränden schuld: Klimawandelleugner fluten soziale Medien	Soziale Medien	5594
09.01.2020 11:18:00	web	red	4.000-Dollar-CPU von AMD schlägt Intel-Prozessoren um 20.000 Dollar	Games	4816
09.01.2020 11:00:00	web	red	Klopapierroboter und Kamasutrabett: Die absurdesten Vorstellungen der CES	Elektronikmesse	9528
09.01.2020 10:55:00	web	red	Amazon: Ring-Mitarbeiter schauten heimlich Nutzervideos	IT-Sicherheit	5756
09.01.2020 09:44:00	web	red	Apples Geldmaschine: Nutzer gaben zu Weihnachten 1,4 Milliarden Dollar im App Store aus	Apple	5463
09.01.2020 09:14:00	web	red	Britische Post ehrt Videospiele mit eigener Briefmarken-Kollektion	Games	7303
09.01.2020 09:11:00	web	red	S-Pod: Futuristischer neuer Segway erinnert an "Wall-E"	CES 2020	4780
09.01.2020 08:02:00	web	red	CES: Umstrittenes und einst verbanntes Sexspielzeug vorgestellt	2020	5735
09.01.2020 08:10:00	web	dpa	Gericht: Netflix muss umstrittene Jesus-Parodie aus dem Netz nehmen	Streaming	4042
09.01.2020 17:25:00	sport	APA	Villacher Eishalle soll um 23,5 Millionen erneuert und erweitert werden	Eishockey	5468
09.01.2020 17:08:00	sport	APA	Salzburg verleiht Verteidiger an FC Basel	Red Bull Salzburg	2294
09.01.2020 14:53:00	sport	APA	Medwedew verdrängt Thiem in Weltrangliste auf Platz fünf	Tennis	5148
09.01.2020 12:01:00	sport	APA	Spaniens Verbandschef verteidigt Supercup-Austragung in Saudi-Arabien	Primera Division	3047
09.01.2020 10:07:00	sport	APA	Vergewaltigungsvorwürfe gegen ÖFB-Teamspieler Stefan Ilsanker	ÖFB	4602
09.01.2020 16:05:00	sport	Thomas Hirner aus Zauchensee	ÖSV-Skidamen, Roland Assinger und das Speed-Erfolgskontinuum	Ski Alpin: Damen-Weltcup	14191
09.01.2020 10:26:00	sport	zwei Punkte	Jakob Pöltl bei Sieg der Spurs in Boston bester Rebounder	NBA	6086
09.01.2020 10:07:00	sport	red	Vergewaltigungsvorwürfe gegen ÖFB-Teamspieler Stefan Ilsanker	ÖFB	4602
09.01.2020 06:00:00	sport	Florian Vetter	Aleš Pajovič: Ein Rübezahl als Handballretter	Handball-Nationalteam	11990
09.01.2020 20:12:00	panorama	Sebastian Borger aus London	Meghan und Harry: Aufstieg und Ausstieg eines royalen Traumpaars	Royals	12128
09.01.2020 20:11:00	panorama	red	Zahl illegaler Einreisen in die EU laut Frontex auf Tiefststand seit 2013	Minus von 92 Prozent	4416
09.01.2020 12:52:00	panorama	red	US-Richterin Ruth Bader Ginsburg: "Habe keinen Krebs mehr"	Genesung	3274
09.01.2020 20:11:00	panorama	APA	Zahl illegaler Einreisen in die EU laut Frontex auf Tiefststand seit 2013	Minus von 92 Prozent	4416
09.01.2020 11:40:00	panorama	APA	Leichname nach Luttach-Unfall von Südtirol nach Deutschland überstellt	Autounfall	3476
09.01.2020 07:54:00	panorama	APA	Zwei Arbeiter bei Zugsunglück auf Koralmtunnel-Baustelle schwer verletzt	Kärnten	3326
09.01.2020 19:29:00	panorama	Frank Herrmann aus Washington	Weinstein-Prozess: #MeToo kehrt zum Ursprung zurück	New York	11874
09.01.2020 17:48:00	panorama	David Krutzler	Keine Neubebauung im Wiener Otto-Wagner-Areal mehr möglich	Steinhof-Gründe	11511
09.01.2020 12:46:00	panorama	David Krutzler	Neue Überläufer und Spekulationen über Strache-Auftritt bei DAÖ-Veranstaltung	Parteiwechsel	11273
09.01.2020 17:37:00	panorama	Oona Kroisleitner	Neos starten mit Listenerstellung in den Wiener Wahlkampf	Wien-Wahl	9524
09.01.2020 12:46:00	panorama	Oona Kroisleitner	Neue Überläufer und Spekulationen über Strache-Auftritt bei DAÖ-Veranstaltung	Parteiwechsel	11273
09.01.2020 13:16:00	panorama	Gabriele Scherndl	Wiener Lehrerin darf aus der Türkei ausreisen	Justiz	11386
09.01.2020 13:00:00	panorama	Adelheid Wölfl aus dem Camp Moria	Flüchtling aus dem Iran: "In Österreich wirst du als Mensch gesehen"	Balkanroute	10101
09.01.2020 11:19:00	panorama	mawa	Welche Maßnahmen braucht es für einen besseren Radverkehr?	Mitreden	4569
09.01.2020 06:50:00	panorama	Vanessa Gaigg	SPÖ fordert, häuslichen Unterricht größtenteils abzuschaffen	Alternative Methoden	10703
09.01.2020 06:00:00	panorama	Rosa Winkler-Hermaden	Türkis-Grün will Radverkehr bis 2025 nahezu verdoppeln	Koalition	12793
09.01.2020 16:39:00	kultur	Ljubiša Tošic	Tanz mit dem "sagenhaften Könner" Beethoven	Musiktage	9901
09.01.2020 15:56:00	kultur	abs	Partyplaner fürs Wochenende: Jedem Tierchen sein Pläsierchen	Was ist los in Wien?	9821
09.01.2020 15:44:00	kultur	abs	Die französische Elektronik-Pionierin Kittin kommt nach Wien	Clubkultur	5006
09.01.2020 15:15:00	kultur	Michael Wurmitzer	Jelinek-Klugscheißer auf Bergpartie im Kosmos-Theater	Theaterkritik	6081
09.01.2020 11:37:00	kultur	APA	Wiener Kulturstadträtin fordert höheres Kulturbudget im Bund	Kulturpolitik	15255
09.01.2020 09:44:00	kultur	APA	Zahl der Hollywood-Filme mit weiblicher Hauptrolle stark gestiegen	Film und Gender	5392
09.01.2020 09:00:00	kultur	Die Kulturredaktion	Was das Kulturjahr 2020 bringen wird	Vorausschau	22373
09.01.2020 06:00:00	kultur	Katharina Rustler	Irans kulturelles Erbe: Trumps Angriff auf die Identität	Golfkrise	11960
09.01.2020 06:00:00	kultur	aan	Brüste, die lächeln: Wenn männliche Autoren über Frauen schreiben	Literaturforum	7741
09.01.2020 14:31:00	etat	red	Generalsekretär Axel Melchior ist Mediensprecher der ÖVP	Bereichssprecher	3342
09.01.2020 14:00:00	etat	red	Medientrends 2020: Podcasts, mehr Geld von Lesern, künstliche Intelligenz	Befragung	6338
09.01.2020 12:25:00	etat	red	Buschbrände in Australien: Kritik an RTL-Dschungelcamp wird lauter	Absage gefordert	19475
09.01.2020 11:52:00	etat	red	Volkstheater und DMB. erwecken Tote zum Leben	Kampagne	3412
09.01.2020 13:04:00	etat	APA	Neue Streaming-Plattform Quibi mit den "größten Namen Hollywoods"	Mobil-Videos	5316
09.01.2020 12:25:00	etat	APA	Buschbrände in Australien: Kritik an RTL-Dschungelcamp wird lauter	Absage gefordert	19475
09.01.2020 08:10:00	etat	APA	Gericht: Netflix muss umstrittene Jesus-Parodie aus dem Netz nehmen	Streaming	4042
09.01.2020 12:25:00	etat	dpa	Buschbrände in Australien: Kritik an RTL-Dschungelcamp wird lauter	Absage gefordert	19475
09.01.2020 08:10:00	etat	dpa	Gericht: Netflix muss umstrittene Jesus-Parodie aus dem Netz nehmen	Streaming	4042
09.01.2020 12:00:00	etat	Doris Priesching	Stephen Kings "The Outsider" als Serie: In ihrer Trauer schlagen sie zu	Ab Sonntag auf Sky	14274
09.01.2020 12:00:00	etat	Marlis Prinzing	Oma, die "Umweltsau": Generationen im Klima-Schulterschluss	Fall für die Wissenschaft	21676
09.01.2020 11:00:00	etat	Oliver Mark	Serien am Abgrund: Mystery mit "Die Frau aus dem Meer" auf Arte	Fernsehkritik: TV-Tagebuch	4846
09.01.2020 06:00:00	etat	Oliver Mark	Fargo, Eco und Russlands Truckerinnen: TV-Tipps für Donnerstag	Switchlist	11556
09.01.2020 06:00:00	etat	Astrid Ebenführer	Fargo, Eco und Russlands Truckerinnen: TV-Tipps für Donnerstag	Switchlist	11556
09.01.2020 17:33:00	wissenschaft	Klaus Taschwer	In Fukushimas Sperrzone kreucht und fleucht es	Neun Jahre danach	15111
09.01.2020 12:20:00	wissenschaft	red	Rätselhafter Wikinger-Runenstein aus Angst vor Klimawandel errichtet?	Schweden	6981
09.01.2020 10:44:00	wissenschaft	red	Unauffällige Mondfinsternis am Freitag beobachtbar	10. Jänner	6009
09.01.2020 07:01:00	wissenschaft	red	Beim Cheops-Teleskop läuft "alles picobello"	Astronomie	3204
09.01.2020 12:20:00	wissenschaft	APA	Rätselhafter Wikinger-Runenstein aus Angst vor Klimawandel errichtet?	Schweden	6981
09.01.2020 10:44:00	wissenschaft	APA	Unauffällige Mondfinsternis am Freitag beobachtbar	10. Jänner	6009
09.01.2020 07:01:00	wissenschaft	APA	Beim Cheops-Teleskop läuft "alles picobello"	Astronomie	3204
09.01.2020 09:02:00	wissenschaft	dare	Eukalyptusbäume als explosive Brandbeschleuniger	Australien	3298
09.01.2020 06:00:00	wissenschaft	David Rennert	Gigantische Gaswelle in unserer Galaxie entdeckt	Milchstraße	10241
10.01.2020 21:01:00	international	red	Ukraine hält Raketenbeschuss für mögliche Absturzursache	Ukraine-Airlines-Unglück	10208
10.01.2020 18:01:00	international	red	USA verhängen neue Sanktionen gegen den Iran	Krise	8493
10.01.2020 21:01:00	international	APA	Ukraine hält Raketenbeschuss für mögliche Absturzursache	Ukraine-Airlines-Unglück	10208
10.01.2020 19:36:00	international	APA	Katalanischer Separatistenführer verliert Sitz im Europaparlament	Unabhängigkeit	8961
10.01.2020 18:01:00	international	APA	USA verhängen neue Sanktionen gegen den Iran	Krise	8493
10.01.2020 17:16:00	international	APA	Mindestens zehn Tote bei Explosion in Moschee in Südwestpakistan	Baluchistan	5220
10.01.2020 10:43:00	international	APA	Moskau: Waffenruhe in syrischer Provinz Idlib in Kraft getreten	Syrien	3238
10.01.2020 08:26:00	international	APA	London und Dublin legten Plan für nordirische Regierungsbildung vor	Kompromiss	5515
10.01.2020 08:20:00	international	APA	Mandat für UN-Hilfe in Syrien läuft aus	Hilfslieferungen	5941
10.01.2020 19:36:00	international	Reuters	Katalanischer Separatistenführer verliert Sitz im Europaparlament	Unabhängigkeit	8961
10.01.2020 18:01:00	international	Reuters	USA verhängen neue Sanktionen gegen den Iran	Krise	8493
10.01.2020 18:36:00	international	Sebastian Borger aus London	Nordirische Parteien einigen sich auf neue Regionalregierung	Dreijährige Blockade	7940
10.01.2020 17:24:00	international	Frank Herrmann aus Washington	Trump lässt sich in Sachen Iran keine Fesseln anlegen	US-Politik	9666
10.01.2020 17:08:00	international	Gregor Mayer aus Budapest	Viktor Orbán droht der EVP mit dem Austritt	Ungarns Premier	6725
10.01.2020 14:00:00	international	Sandra Weiss	Bolivien ringt um eine stabile Demokratie	Bolivien	10699
10.01.2020 07:00:00	international	Adelheid Wölfl	Orthodoxe demonstrieren in Montenegro gegen Religionsgesetz	Montenegro	7077
10.01.2020 17:32:00	inland	lauf	Drei Ministerinnen für vieles und noch mehr	Regierung	7045
10.01.2020 17:26:00	inland	Nina Weißensteiner	Türkis-Grün stellt sich im Parlament vor: Viel Erklärung, wenig Euphorie	Nationalrat	13713
10.01.2020 17:08:00	inland	Adelheid Wölfl aus Sarajevo	Stolz und Unterstützung aus Bosnien für Alma Zadić	Justizministerin	10266
10.01.2020 13:37:00	inland	APA	Doskozil glaubt, Türkis-Grün will "subtil ein Wahlrecht für Ausländer"	Interviews	3440
10.01.2020 12:53:00	inland	APA	Lehrerkosten pro Schüler je nach Bundesland unterschiedlich hoch	Bildung	6784
10.01.2020 08:59:00	inland	APA	Tiroler SPÖ-Chef Dornauer legt Beschwerde gegen Waffenverbot ein	SPÖ	3355
10.01.2020 07:46:00	inland	APA	Türkis-grüne Regierung erklärt sich dem Nationalrat	Regierungserklärung	9209
10.01.2020 11:00:00	inland	Gabriele Scherndl	Tierschutz im Regierungsprogramm: Tiere sind zum Essen da	Regierungsübereinkommen	12706
10.01.2020 10:00:00	inland	Sebastian Fellner	Türkis-Grün, Türkis-Blau: Wo steht's geschrieben?	Quiz	3150
10.01.2020 08:06:00	inland	red	Sobotka verlangt von Hofer, gegen Hass im Netz aufzutreten	Rassismus	9831
10.01.2020 07:46:00	inland	red	Türkis-grüne Regierung erklärt sich dem Nationalrat	Regierungserklärung	9209
10.01.2020 18:46:00	wirtschaft	red	Boeing-Zulieferer kündigt wegen 737-Max-Krise 2.800 Mitarbeiter	Abstürze	6140
10.01.2020 18:46:00	wirtschaft	APA	Boeing-Zulieferer kündigt wegen 737-Max-Krise 2.800 Mitarbeiter	Abstürze	6140
10.01.2020 15:17:00	wirtschaft	APA	RWE kann für Braunkohle-Aus mit über zwei Milliarden Euro rechnen	Deutschland	6250
10.01.2020 13:58:00	wirtschaft	APA	Flüchtlinge bringen ab siebentem Jahr ökonomisches Plus in Vorarlberg	Studie	7987
10.01.2020 13:55:00	wirtschaft	APA	Bayerische Meggle AG verkauft Salzburg-Milch-Anteil	Strategische Gründe	3258
10.01.2020 11:04:00	wirtschaft	APA	Japan will nach Frau von Ex-Automanager Ghosn fahnden lassen	Bericht	6296
10.01.2020 10:01:00	wirtschaft	APA	Mehr Frauen in Vorständen deutscher börsennotierter Unternehmen	Gender-Equality	6434
10.01.2020 18:12:00	wirtschaft	and	Schwedische Investoren reizt das Milliardengeschäft Schimmel	Tierfutter	6244
10.01.2020 18:00:00	wirtschaft	Andreas Schnauder	Blümel: Entlastung kommt 2021 mit Senkung der untersten Steuerstufe	Finanzminister	22949
10.01.2020 18:00:00	wirtschaft	Renate Graber	Blümel: Entlastung kommt 2021 mit Senkung der untersten Steuerstufe	Finanzminister	22949
10.01.2020 17:59:00	wirtschaft	rebu	Lauda schreibt noch mehr Verlust und zieht die Zügel weiter an	Minus	7575
10.01.2020 17:23:00	wirtschaft	Aloysius Widmann	Trump will Umweltschutz bei Großprojekten aushebeln	Infrastruktur	14070
10.01.2020 09:00:00	wirtschaft	Bettina Pfluger	Der Euro, ein Gemeinschaftsprojekt und Krisenherd	25 Jahre EU	9181
10.01.2020 06:00:00	wirtschaft	Nora Laufer	Umweltministerin Gewessler hält an CO2-Preis ab 2022 fest	Neue Regierung	24209
10.01.2020 06:00:00	wirtschaft	Luise Ungerboeck	Umweltministerin Gewessler hält an CO2-Preis ab 2022 fest	Neue Regierung	24209
10.01.2020 06:00:00	wirtschaft	Regina Bruckner	Warum die neue Flugticketabgabe dem Klima wenig bringt	Eine Handvoll Euro	13378
10.01.2020 17:57:00	web	red	Dominanz gebrochen? Unbekannte AMD-GPU schlägt Nvidias stärkste Grafikkarte	Games	6100
10.01.2020 13:24:00	web	red	"Pokémon Go" brachte Hersteller 2019 900 Millionen Dollar Umsatz	Games	3227
10.01.2020 11:40:00	web	red	Thermaltake bringt Gaming-Sessel, der nicht wie ein Gaming-Sessel aussieht	Games	3484
10.01.2020 10:18:00	web	red	Microsoft und Apple scannen private Inhalte nach Kinderpornografie	Netzpolitik	6397
10.01.2020 10:05:00	web	red	PS5 oder Xbox Series X? Ex-Xbox-Präsident holt sich lieber eine Sony-Konsole	Games	3401
10.01.2020 09:25:00	web	red	Warnung vor Android-Trojaner: Malware installiert Apps und schreibt Fake-Bewertungen	IT-Sicherheit	5661
10.01.2020 08:01:00	web	red	Warum Sie keinen 8K-Fernseher kaufen sollten	Innovationen	6472
10.01.2020 15:36:00	web	APA	Telefonica hinkt in Deutschland bei 4G-Versorgung deutlich hinterher	de	3066
10.01.2020 08:49:00	web	APA	"Good Bye": Youtube-Star Julien Bam verabschiedete sich von seinen Fans	Webmix	2763
10.01.2020 08:42:00	web	APA	Bluetooth bekommt neuen Audio-Standard, Sicherheitsrisiko bleibt	CES 2020	12525
10.01.2020 08:40:00	web	APA	Brasiliens Oberstes Gericht hob Verbot von Jesus-Parodie auf	Netflix	4222
10.01.2020 08:17:00	web	APA	Hitler-Verherrlichung und Judenhass: Aufregung um Neonazi-Inhalte auf Spotify	Netzpolitik	4653
10.01.2020 12:42:00	web	APA/dpa	Volkswagen schickt Autofahrer ins "digitale Einkaufszentrum"	Innovationen	8451
10.01.2020 08:07:00	web	APA/dpa	Ford plant Robotaxis für Ende 2021 in drei US-Städten	CES 2020	6334
10.01.2020 11:45:00	web	br	"Brauchen keine Stadt Muhammeds": Aktivist zeigt FPÖ-Politiker Nepp wegen Hetze an	Netzpolitik	9741
10.01.2020 10:45:00	web	dk	Seit 2011 in Entwicklung: Was dauert bei "Star Citizen" denn nun so lange?	Games	10287
10.01.2020 07:00:00	web	dk	Revolution abgeblasen? Stadia mit erschreckend niedrigen Spielerzahlen	Cloudgaming	9128
10.01.2020 09:44:00	web	Daniel Koller	200 neue (alte) Monster: Nintendo enthüllt DLCs für "Pokémon Schwert &amp; Schild"	Games	7258
10.01.2020 22:38:00	sport	'sofa-standings-embed-125-24084'	Salzburg gewinnt Schlager gegen Caps	EBEL Eishockey-Liga	10110
10.01.2020 20:13:00	sport	Florian Vetter	Handball-Party in Wien eröffnet: Österreich schlägt Tschechien	Handball-Nationalteam	14155
10.01.2020 18:14:00	sport	APA	Kuljic gegen gelindere Mittel enthaftet	Fußball	2312
10.01.2020 17:41:00	sport	APA	Djokovic und Nadal im Halbfinale des ATP Cups in Sydney	Tennis	5109
10.01.2020 15:07:00	sport	APA	Grünes Licht für Hahnenkammrennen	Hahnenkamm-Rennen	5698
10.01.2020 11:23:00	sport	'sofa-standings-embed-1-23776'	Liverpools Erfolgslauf steht bei Tottenham auf dem Prüfstand	Premier League	7111
10.01.2020 10:31:00	sport	'sofa-standings-embed-33-24644'	Mit Torfabrik Bergamo wartet auf Inter Mailand harte Prüfung	Serie A	6832
10.01.2020 09:49:00	sport	Fritz Neumann	Handballstar Bilyk: Auf den Schultern des jungen Kapitäns	Handball-Nationalteam	9413
10.01.2020 19:56:00	panorama	APA	15 Monate bedingt und Amtsverlust für ÖVP-Bürgermeister in Oberösterreich	Schuldspruch	2455
10.01.2020 17:32:00	panorama	APA	Vier Übergriffe auf Frauen in St. Pölten: Verdächtiger festgenommen	Gewalt	3455
10.01.2020 15:06:00	panorama	APA	Tod von Schweinswalen bringt deutsche Bundeswehr in Erklärungsnot	Unter Verdacht	6595
10.01.2020 15:00:00	panorama	APA	Siebenjährige in Wien getötet: Nächster Verhandlungstermin im Februar	Prozess	6658
10.01.2020 14:11:00	panorama	APA	Geld für IS-Terror: Bedingte Haft für Mutter und Tochter in Linz	Urteil	7954
10.01.2020 12:51:00	panorama	APA	Hohe Rauchsäule nach starker Explosion am Vulkan Popocatepetl	Ausbruch	5634
10.01.2020 11:38:00	panorama	APA	Brände in Australien: Angst vor dem "Megafeuer"	Gefahr	18582
10.01.2020 18:10:00	panorama	Oona Kroisleitner	Wien soll 2027 zur Zwei-Millionen-Stadt werden	Prognose	14662
10.01.2020 18:10:00	panorama	Emil Biller	Wien soll 2027 zur Zwei-Millionen-Stadt werden	Prognose	14662
10.01.2020 17:04:00	panorama	red	Vogelgrippe-Ausbruch im Westen der Slowakei	Ansteckungsgefahr	2834
10.01.2020 11:38:00	panorama	red	Brände in Australien: Angst vor dem "Megafeuer"	Gefahr	18582
10.01.2020 15:43:00	panorama	Birgit Baumann aus Berlin	Wie die CSU einen Muslim vergraulte	Bayern	8427
10.01.2020 15:20:00	panorama	Sebastian Borger aus London	Meghan und Harry: Raus aus dem Königshaus – oder auch nicht	Trennungsschmerz	12345
10.01.2020 12:00:00	panorama	Irene Brickner	Bei der Sicherungshaft steht die Verfassung gegen EU-Recht	Streitpunkt	11610
10.01.2020 11:01:00	panorama	David Krutzler	Strache tritt bei Veranstaltung der DAÖ als Gastredner auf	Wien	12302
10.01.2020 08:00:00	panorama	Gabriele Scherndl	Festgehalten im Asylquartier: Was von Drasenhofen übrig bleibt	Asylpolitik	10534
10.01.2020 07:00:00	panorama	Theo Anders	Neue Initiative "Links" begeht ihre Gründungsversammlung	Ambitionen fürs Rathaus	13514
10.01.2020 06:00:00	panorama	Michael Simoner	Die Knackpunkte der Regierungspläne zur Polizei	Innere Sicherheit	10853
10.01.2020 17:26:00	kultur	Antonio Fian	Antonio Fian: Großmutter erzählt	Dramolett	7348
10.01.2020 16:26:00	kultur	Ljubiša Tošić	Lohengrin an der Wiener Staatsoper: Von Rettern und Rittern	Oper	6301
10.01.2020 16:11:00	kultur	Michael Freund	Rudi Palla: Vermessen in Schnee und Eis	Buchneuerscheinung	7998
10.01.2020 16:06:00	kultur	APA	Cecilia Alemani kuratiert Kunst-Biennale 2021	Kunst	2880
10.01.2020 11:46:00	kultur	APA	Monica Bonvicini erhält Oskar-Kokoschka-Preis 2020	Kunst	5382
10.01.2020 11:09:00	kultur	APA	Kunstdiebstahl in Dresden: Schmuck angeblich in Israel angeboten	Kunstraub	6796
